Domain,MBFC factual,MBFC,PF,BF,FC,WI,Site Rank,Yr online,Name,Media Bias/Fact Check page,Wikipedia article,HTTP,URL,,iffy,ID,✓
thegatewaypundit.com,low,QS,some-fake,,,1,7661,,The Gateway Pundit,https://mediabiasfactcheck.com/the-gateway-pundit/,https://en.wikipedia.org/wiki/The_Gateway_Pundit,200,https://www.thegatewaypundit.com/,0,1,919,↗
thegoldwater.com,low,QS,,,,,357615,2016,The Goldwater,https://mediabiasfactcheck.com/the-goldwater/,,200,http://thegoldwater.com/,7.5,1,1840,↗
theheartysoul.com,mixed,CP,,,,,55938,2015,The Hearty Soul,https://mediabiasfactcheck.com/the-hearty-soul/,https://en.wikipedia.org/wiki/Divine_Brown,200,https://theheartysoul.com/,57,,1554,↗
thehighwire.com,low,CP,,,,,331493,,The Highwire,https://mediabiasfactcheck.com/the-highwire/,,200,https://thehighwire.com/,17.5,1,2687,↗
thehornnews.com,low,QS,,,,,78597,2015,The Horn,https://mediabiasfactcheck.com/the-horn-news/,,200,https://thehornnews.com/,12.5,1,1841,↗
thelastlineofdefense.online,,,,1,,,,,Schöne nackte Massagesalons,,,200,https://thelastlineofdefense.online/,,0,929,↗
thelastlineofdefense.org,,,parody,1,1,,1990739,2016,The Last Line of Defense,,,200,https://thelastlineofdefense.org/,,0,930,↗
thelaughclub.net,low,QS,,,,,719565,2019,The Laugh Club,https://mediabiasfactcheck.com/the-laugh-club/,,200,https://www.thelaughclub.net/,,1,2381,↗
thelibertybeacon.com,low,CP,,,,,481121,,The Liberty Beacon,https://mediabiasfactcheck.com/the-liberty-beacon/,,200,https://www.thelibertybeacon.com/,,1,931,↗
thelibertydaily.com,mixed,QS,,,,,28147,2014,The Liberty Daily,https://mediabiasfactcheck.com/the-liberty-daily/,,200,https://thelibertydaily.com/,,,4901,↗
themillenniumreport.com,low,QS,,,,,141466,2014,The Millennium Report,https://mediabiasfactcheck.com/the-millennium-report/,,200,http://themillenniumreport.com/,,1,1844,↗
themindunleashed.com,low,CP,,,,,55312,2013,The Mind Unleashed,https://mediabiasfactcheck.com/the-mind-unleashed/,,406,https://themindunleashed.com/,17.5,1,936,↗
thenational.ae,mixed,QS,,,,,12882,,The National (UAE),https://mediabiasfactcheck.com/the-national-uae/,,302,https://www.thenational.ae/,,,4889,↗
thenationalmarijuananews.com,,,some-fake,,,,431920,2014,TNM News,,,200,https://thenationalmarijuananews.com/,7.5,0,940,↗
thenationalpatriot.com,low,QS,,,,,5285941,,The National Patriot,https://mediabiasfactcheck.com/the-national-patriot/,,200,https://www.thenationalpatriot.com/,,1,1845,↗
thenationalpulse.com,mixed,QS,,,,,5208990,2016,The National Pulse,https://mediabiasfactcheck.com/the-national-pulse/,,200,https://thenationalpulse.com/,57,,1846,↗
thenet24h.com,,,fake-news,,,,902202,2016,TheNet24h,,,200,https://thenet24h.com/,,0,941,↗
thenewsnerd.com,(satire),S,,1,,1,,2018,The News Nerd,https://mediabiasfactcheck.com/the-news-nerd/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://thenewsnerd.com/,,,946,↗
thenochill.com,,,,1,,,4036393,2016,TheNoChill,,,200,https://thenochill.com/,,0,2154,↗
thepoliticalbrief.com,very-low,QS,,,,,3643401,,ThePoliticalBrief.com,https://mediabiasfactcheck.com/thepoliticalbrief-com/,,200,https://thepoliticalbrief.com/,,1,2382,↗
thepoliticalinsider.com,mixed,QS,some-fake,,,,54712,,Political Insider,https://mediabiasfactcheck.com/political-insider/,,200,https://thepoliticalinsider.com/,59.5,,952,↗
theproudliberal.org,mixed,QS,,,,,19229418,2016,The Proud Liberal,https://mediabiasfactcheck.com/the-proud-liberal/,,200,http://theproudliberal.org/,,,1853,↗
thepublicdiscourse.com,low,QS,,,,,231465,,Witherspoon Institute,https://mediabiasfactcheck.com/witherspoon-institute/,https://en.wikipedia.org/wiki/Witherspoon_Institute,200,https://www.thepublicdiscourse.com/,,1,1909,↗
theracketreport.com,(satire),S,fake-news,1,,,16400069,2015,The Racket Report,https://mediabiasfactcheck.com/the-racket-report/,https://en.wikipedia.org/wiki/Charlie_Charlie_challenge,200,https://theracketreport.com/,,,956,↗
thereisnews.com,,,,1,,,155021,2017,There is News,,,200,https://thereisnews.com/,,0,2188,↗
thereligionofpeace.com,low,QS,,,,,208662,2002,The Religion of Peace,https://mediabiasfactcheck.com/the-religion-of-peace/,,200,https://thereligionofpeace.com/,,1,1854,↗
therightstuff.biz,very-low,QS,,,,,36434,2012,The Right Stuff,https://mediabiasfactcheck.com/the-right-stuff/,,503,https://therightstuff.biz/,,1,963,↗
therooster.com,,,some-fake,,,,172709,2003,Rooster Magazine,,,200,https://therooster.com/,,0,964,↗
therundownlive.com,low,CP,,,,,7394713,2013,The Rundown Live,https://mediabiasfactcheck.com/the-rundown-live/,,200,https://therundownlive.com/,,1,966,↗
thesmokersclub.com,,,some-fake,,,,1061377,,The Smokers Club,,,200,https://www.thesmokersclub.com/,,0,970,↗
thesolexchange.com,,,some-fake,,,,16637687,,The SoleXchange,,,200,http://www.thesolexchange.com/,,0,971,↗
thespectator.info,very-low,QS,,,,,1515768,2019,TheSpectator.info,https://mediabiasfactcheck.com/thespectator-info/,,200,https://thespectator.info/,,1,2665,↗
thetrumpet.com,mixed,CP,,,,,73966,1998,The Trumpet,https://mediabiasfactcheck.com/the-trumpet/,,200,https://www.thetrumpet.com/,,,1559,↗
thetruthaboutcancer.com,low,CP,,,,,48603,2011,The Truth about Cancer,https://mediabiasfactcheck.com/the-truth-about-cancer/,,200,https://thetruthaboutcancer.com/,12.5,1,977,↗
thetruthseeker.co.uk,low,CP,,,,,75766,2002,The Truth Seeker,https://mediabiasfactcheck.com/the-truth-seeker/,,200,http://thetruthseeker.co.uk/,,1,979,↗
theunionjournal.com,low,QS,,,,,92758,2019,The Union Journal,https://mediabiasfactcheck.com/the-union-journal/,,200,https://theunionjournal.com/,,1,2384,↗
thevalleyreport.com,,,,1,,,1755492,2015,The Valley Report,,,200,https://thevalleyreport.com/,,0,985,↗
thewashingtonstandard.com,low,QS,,,,,81447,2013,The Washington Standard,https://mediabiasfactcheck.com/the-washington-standard/,,200,https://thewashingtonstandard.com/,25,1,2615,↗
thieme.de,mixed,CP,,,,,36823,2017,Homeopathy Journal,https://mediabiasfactcheck.com/homeopathy-journal/,,302,https://www.thieme.de/,,,2421,↗
thinkamericana.com,low,QS,,,,,331448,2017,Think Americana,https://mediabiasfactcheck.com/think-americana/,,200,https://thinkamericana.com/,,1,2386,↗
thinkinghumanity.com,low,CP,,,,,121377,,Thinking Humanity,https://mediabiasfactcheck.com/thinking-humanity/,,200,https://www.thinkinghumanity.com/,52,1,2530,↗
thinkingmomsrevolution.com,low,CP,,,,,761315,,Thinking Mom's Revolution,https://mediabiasfactcheck.com/thinking-moms-revolution/,,200,https://thinkingmomsrevolution.com/,,1,1561,↗
thoughtcrimeradio.net,low,CP,,,,,3286305,2018,Thought Crime Radio,https://mediabiasfactcheck.com/thought-crime-radio/,,200,http://thoughtcrimeradio.net/,,1,1562,↗
thrivemovement.com,low,CP,,,,,372738,2009,Thrive Movement,https://mediabiasfactcheck.com/thrive-movement/,,200,http://www.thrivemovement.com/,,1,1563,↗
timesofcambodia.com,,,,1,,,,2018,Glücksspiel Deutschland,,,200,https://timesofcambodia.com/,,0,2155,↗
tmzworldnews.com,,,fake-news,1,,,1985666,2015,TMZ World News,,,200,https://tmzworldnews.com/,,0,996,↗
torontotoday.net,low,QS,,,,,315206,2018,Toronto Today,https://mediabiasfactcheck.com/toronto-today/,,200,https://www.torontotoday.net/,,1,4836,↗
toutelinfo.fr,,,,1,,,6960378,,Raconte l'actualité du jour,,,200,http://www.toutelinfo.fr/,,0,2161,↗
tplnews.com,mixed,QS,,,,,9948039,2018,TPL News,https://mediabiasfactcheck.com/tpl-news/,,200,https://tplnews.com/,,,4905,↗
tpusa.com,low,QS,,,,,506498,2002,Turning Point USA,https://mediabiasfactcheck.com/turning-point-usa/,https://en.wikipedia.org/wiki/Turning_Point_USA,200,https://www.tpusa.com/,,1,2388,↗
trendingpolitics.com,mixed,QS,,,,,37652,2016,Trending Politics,https://mediabiasfactcheck.com/trending-politics/,,200,https://trendingpolitics.com/,44.5,,4907,↗
triggerreset.net,low,QS,,,,,7474885,2018,Trigger Reset,https://mediabiasfactcheck.com/triggerreset/,,200,https://triggerreset.net/,,1,1864,↗
trueactivist.com,low,QS,,,,,178800,,Center for Immigration Studies,https://mediabiasfactcheck.com/true-activist/,,200,https://www.trueactivist.com/,52,1,1004,↗
truepundit.com,low,CP,,,,,22078,2016,True Pundit,https://mediabiasfactcheck.com/true-pundit/,,200,https://truepundit.com/,0,1,1006,↗
trueviralnews.com,low,QS,,,,,1045548,2016,True Viral News,https://mediabiasfactcheck.com/true-viral-news/,,200,https://trueviralnews.com/,,1,2389,↗
trump.news,low,QS,,,,,2667495,,Trump.News,https://mediabiasfactcheck.com/trump-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://trump.news/,5,1,2390,↗
trumptrainnews.com,mixed,QS,,,,,137086,2016,Trump Train News,https://mediabiasfactcheck.com/trump-train-news/,,200,https://trumptrainnews.com/,39.5,,4919,↗
trunews.com,low,CP,,,,,224850,2003,TruNews,https://mediabiasfactcheck.com/trunews/,https://en.wikipedia.org/wiki/Rick_Wiles,200,https://www.trunews.com/,20,1,1564,↗
truthandaction.org,low,QS,,,,,455179,2013,Truth and Action,https://mediabiasfactcheck.com/truth-and-action/,,200,http://www.truthandaction.org/,,1,1010,↗
truthinmedia.com,low,QS,,,,,706903,,Truth in Media,https://mediabiasfactcheck.com/truth-in-media/,https://en.wikipedia.org/wiki/Ben_Swann,200,https://truthinmedia.com/,,1,1870,↗
truthmonitor.com,low,QS,,,,,8419364,2016,Truth Monitor,https://mediabiasfactcheck.com/truth-monitor/,,200,https://truthmonitor.com/,,1,1871,↗
truththeory.com,mixed,CP,,,,,55126,,Truth Theory,https://mediabiasfactcheck.com/truth-theory/,,200,https://truththeory.com/,57,,1567,↗
truthuncensored.net,low,QS,,,,,1891616,2018,Truth Uncensored,https://mediabiasfactcheck.com/truth-uncensored/,,200,https://truthuncensored.net/,0,1,1872,↗
twisted.news,very-low,CP,,,,,20000000,,Twisted News,https://mediabiasfactcheck.com/twisted-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://twisted.news/,5,1,1568,↗
ukcolumn.org,mixed,CP,,,,,267164,,UK Column,https://mediabiasfactcheck.com/uk-column/,,200,https://www.ukcolumn.org/,17.5,,1570,↗
unclesamsmisguidedchildren.com,low,QS,,,,,242476,,Uncle Sam's Misguided Children,https://mediabiasfactcheck.com/uncle-sams-misguided-children/,,200,https://unclesamsmisguidedchildren.com/,,1,1021,↗
understandingthethreat.com,low,QS,,,,,1957091,,Understanding the threat,https://mediabiasfactcheck.com/understanding-the-threat/,,200,https://www.understandingthethreat.com/,,1,1874,↗
uniteamericafirst.com,low,QS,,,,,287133,2017,Unite America First,https://mediabiasfactcheck.com/unite-america-first/,,200,https://uniteamericafirst.com/,,1,4776,↗
unitedmediapublishing.com,,,,1,,1,9092001,2015,United Media Publishing,,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,http://unitedmediapublishing.com/,,0,1028,↗
unz.com,low,QS,,,,,29291,,The Unz Review,https://mediabiasfactcheck.com/the-unz-report/,https://en.wikipedia.org/wiki/Ron_Unz,200,https://www.unz.com/,,1,1030,↗
uokhun.uk,,,,1,,,362930,2017,U OK Hun?,,,200,https://uokhun.uk/,,0,2195,↗
us24news.com,low,QS,,,,,1016124,2018,24 News,https://mediabiasfactcheck.com/24-news/,,500,https://us24news.com/,,1,2391,↗
usahitman.com,low,CP,,,,,684861,2010,USA Hitman,https://mediabiasfactcheck.com/usa-hitman/,,200,https://usahitman.com/,,1,1048,↗
usaisonline.com,very-low,QS,,,,,20000000,2019,USA is Online,https://mediabiasfactcheck.com/usa-is-online/,,200,https://usaisonline.com/,,1,2392,↗
usanewshome.com,,,fake-news,,,,17241190,2016,USA News Home,,,200,https://usanewshome.com/,,0,1053,↗
usanewstoday.com,,,fake-news,,,,14589337,1999,USANewsToday.com,,,200,http://usanewstoday.com/,,0,1056,↗
usapoliticstoday.com,mixed,R,fake-news,,1,,3186420,2018,USA Politics Today,https://mediabiasfactcheck.com/usa-politics-today/,,200,http://www.usapoliticstoday.com/,,,1061,↗
usareally.com,very-low,QS,,,,,1258926,2018,USA Really,https://mediabiasfactcheck.com/usa-really/,,200,https://usareally.com/,39.5,1,2394,↗
usasupreme.com,very-low,QS,fake-news,,,,9648203,2016,USA Supreme,https://mediabiasfactcheck.com/usa-supreme/,,200,https://www.usasupreme.com/,,1,1064,↗
usawatchdog.com,low,CP,,,,,145796,,USAWatchdog.com,https://mediabiasfactcheck.com/usawatchdog-com/,,200,https://usawatchdog.com/,,1,1068,↗
usbacklash.org,very-low,QS,,,,,5982172,,US Backlash,https://mediabiasfactcheck.com/us-backlash/,,200,https://usbacklash.org/,,1,2395,↗
uschronicle.com,low,QS,,,,,451052,,US Chronicle,https://mediabiasfactcheck.com/us-chronicle/,,200,https://uschronicle.com/,57.5,1,1070,↗
uslibertywire.com,low,QS,,,,,606948,2018,US Liberty Wire,https://mediabiasfactcheck.com/us-liberty-wire-bias-credibility-fake-news/,,200,https://uslibertywire.com/,50,1,2397,↗
uspoln.com,(satire),S,fake-news,1,,,10887937,2016,USPOLN,https://mediabiasfactcheck.com/uspoln/,,200,https://uspoln.com/,,,1083,↗
ussanews.com,mixed,R,,,1,,101190,2010,USSA News,https://mediabiasfactcheck.com/ussa-news/,,406,https://ussanews.com/,,,1986,↗
vaccineimpact.com,low,CP,,,,,162777,2014,Vaccine Impact,https://mediabiasfactcheck.com/vaccine-impact/,,200,https://vaccineimpact.com/,25,1,2680,↗
vaccines.news,very-low,CP,,,,,718243,,Vaccine News,https://mediabiasfactcheck.com/vaccines-news/,https://en.wikipedia.org/wiki/Natural_News,200,https://vaccines.news/,5,1,1573,↗
vaccinesrevealed.com,low,CP,,,,,288363,2016,Vaccines Revealed,https://mediabiasfactcheck.com/vaccines-revealed/,,200,https://www.vaccinesrevealed.com/,,1,1574,↗
vactruth.com,low,CP,,,,,1191591,2009,VacTruth.com,https://mediabiasfactcheck.com/vactruth-com/,,200,https://vactruth.com/,12.5,1,2398,↗
vaxxter.com,low,CP,,,,,256533,2015,Vaxxter,https://mediabiasfactcheck.com/vaxxter/,,200,https://vaxxter.com/,22.5,1,1575,↗
vdare.com,low,QS,,,,,109719,1999,Vdare,https://mediabiasfactcheck.com/vdare/,https://en.wikipedia.org/wiki/VDARE,200,https://vdare.com/,,1,1088,↗
veteransfordonaldtrump.com,,,fake-news,,,,2440043,2015,Vets for Trump,,,200,https://www.veteransfordonaldtrump.com/,,0,1089,↗
veteranstoday.com,very-low,CP,,,,,36989,2004,Veterans Today,https://mediabiasfactcheck.com/veterans-today/,,0,https://www.veteranstoday.com/,,1,1091,↗
vidmax.com,low,QS,,,,,44301,2003,Vidmax,https://mediabiasfactcheck.com/vidmax-2/,,200,https://vidmax.com/,,1,1899,↗
vigilantcitizen.com,low,CP,,,,,62302,2008,Vigilant Citizen,https://mediabiasfactcheck.com/vigilant-citizen/,,200,https://vigilantcitizen.com/,,1,1093,↗
viralcocaine.com,low,QS,,,,,1980136,2016,Viral Cocaine,https://mediabiasfactcheck.com/viral-cocaine/,,200,https://viralcocaine.com/,,1,1367,↗
viralhatch.com,low,QS,,,,,859520,2014,Viral Hatch,https://mediabiasfactcheck.com/viral-hatch/,,200,https://viralhatch.com/,7.5,1,2484,↗
viralnewsnetwork.net,low,CP,,,,,9419055,2018,Viral News Network,https://mediabiasfactcheck.com/viral-news-network/,,200,https://viralnewsnetwork.net/,,1,1576,↗
viralnewspbs.site,,,,,1,,,,Viral News PBS,,,200,https://viralnewspbs.site/,,0,1987,↗
wakeup-world.com,low,CP,,,,,119968,,Wake Up World,https://mediabiasfactcheck.com/wake-up-world/,,200,https://wakeup-world.com/,17.5,1,1578,↗
wakingtimes.com,low,CP,,,,,91606,,The Waking Times,https://mediabiasfactcheck.com/the-waking-times/,,200,https://www.wakingtimes.com/,0,1,1101,↗
wallbuilders.com,low,QS,,,,,644079,1999,WallBuilders,https://mediabiasfactcheck.com/wallbuilders/,https://en.wikipedia.org/wiki/David_Barton_(author),200,https://wallbuilders.com/,,1,1903,↗
washingtontimes.com,mixed,QS,,,,,7355,1998,Washington Times,https://mediabiasfactcheck.com/washington-times/,https://en.wikipedia.org/wiki/The_Washington_Times,200,https://www.washingtontimes.com/,42,,4892,↗
wattsupwiththat.com,low,CP,,,,,43516,2007,Watts Up with that,https://mediabiasfactcheck.com/watts-up-with-that/,https://en.wikipedia.org/wiki/Watts_Up_With_That%3F,200,https://wattsupwiththat.com/,,1,1579,↗
waynedupree.com,low,QS,,,,,5122,2016,WayneDupree.com,https://mediabiasfactcheck.com/waynedupree-com/,,200,https://www.waynedupree.com/,7.5,1,2399,↗
wcpm3.com,,,,1,,,8489928,2017,WCPM 3 News,,,200,http://wcpm3.com/,,0,2102,↗
wearechange.org,mixed,CP,,,,,487963,,We are Change,https://mediabiasfactcheck.com/we-are-change/,,406,https://wearechange.org/,,,1113,↗
wearethellod.com,,,,1,,,6423638,2018,We Are the LLOD,,,200,https://wearethellod.com/,20,0,1964,↗
weekendpoliticalnews.com,,,fake-news,,,,,2018,Weekend Political News,,,200,http://www.weekendpoliticalnews.com/,,0,1117,↗
westonaprice.org,low,CP,,,,,205392,1999,Weston A. Price Foundation,https://mediabiasfactcheck.com/weston-a-price-foundation/,https://en.wikipedia.org/wiki/Weston_A._Price_Foundation,200,http://westonaprice.org/,30,1,2570,↗
wethepeopledaily.com,mixed,QS,,,,,735492,2019,We The People Daily,https://mediabiasfactcheck.com/we-the-people-daily/,,200,https://wethepeopledaily.com/,,,4913,↗
whale.to,low,CP,,,,,149513,,Whale.to,https://mediabiasfactcheck.com/whale-to/,,200,http://whale.to/,,1,1581,↗
whatreallyhappened.com,mixed,CP,,,,,45622,1999,What Really Happened,https://mediabiasfactcheck.com/what-really-happened/,,200,https://www.whatreallyhappened.com/,,,1128,↗
whatstheharm.net,mixed,QS,,,,,3824952,2008,What's the Harm,https://mediabiasfactcheck.com/whats-the-harm/,https://en.wikipedia.org/wiki/What%27s_The_Harm%3F,200,http://whatstheharm.net/,,,4893,↗
whydontyoutrythis.com,low,CP,some-fake,,,,211779,,Why Don't You Try This,https://mediabiasfactcheck.com/why-dont-you-try-this/,,200,https://www.whydontyoutrythis.com/,,1,1132,↗
wikiislam.net,mixed,QS,,,,,173357,2010,WikiIslam,https://mediabiasfactcheck.com/wikiislam/,https://en.wikipedia.org/wiki/WikiIslam,200,https://wikiislam.net/wiki/Main_Page,,,1907,↗
wikispooks.com,mixed,CP,,,,,202613,2010,Wikispooks,https://mediabiasfactcheck.com/wikispooks/,,200,https://wikispooks.com/,,,1136,↗
wittheshit.com,,,,1,,,5006142,2014,Wittheshit,,,200,https://wittheshit.com/,,0,2199,↗
wmacnews.com,,,,1,,,,2018,WMAC News,,,200,https://wmacnews.com/,,0,2106,↗
wnd.com,low,QS,,,,,6067,1998,World Net Daily,https://mediabiasfactcheck.com/world-net-daily-wnd/,https://en.wikipedia.org/wiki/WorldNetDaily,200,https://www.wnd.com/,17.5,1,1142,↗
wokesloth.com,mixed,QS,,,,,299029,2018,Woke Sloth,https://mediabiasfactcheck.com/woke-sloth/,,200,https://wokesloth.com/,57.5,,2465,↗
womenarehuman.com,mixed,QS,,,,,695862,2018,Women are Human,https://mediabiasfactcheck.com/women-are-human/,,200,https://www.womenarehuman.com/,,,4747,↗
worldaffairsbrief.com,very-low,CP,,,,,1750897,2004,World Affairs Brief,https://mediabiasfactcheck.com/world-affairs-brief/,https://en.wikipedia.org/wiki/Joel_Skousen,412,http://worldaffairsbrief.com/,,1,2400,↗
worldhealth.net,low,CP,,,,,260256,2019,WorldHealth.Net,https://mediabiasfactcheck.com/worldhealth-net/,,200,https://worldhealth.net/,30,1,2664,↗
worldnewsdailyreport.com,(satire),S,parody,1,1,1,55491,2013,World News Daily Report,https://mediabiasfactcheck.com/world-news-daily/,https://en.wikipedia.org/wiki/World_News_Daily_Report,200,https://worldnewsdailyreport.com/,20,,1149,↗
worldstarhiphop.com,mixed,QS,,,,,1997,2005,WorldStarHipHop,https://mediabiasfactcheck.com/worldstarhiphop/,https://en.wikipedia.org/wiki/WorldStarHipHop,302,https://www.worldstarhiphop.com/,,,2476,↗
worldtruth.tv,very-low,CP,fake-news,,,1,160990,2011,World Truth TV,https://mediabiasfactcheck.com/world-truth-tv/,https://en.wikipedia.org/wiki/List_of_fake_news_websites,200,https://worldtruth.tv/,7.5,1,1156,↗
wtoe5news.com,,,,1,,,7780912,2016,WTOE 5NEWS,,,200,https://wtoe5news.com/,,0,1159,↗
www1.cbn.com,mixed,CP,,,,,15782,1995,Christian Broadcasting Network,https://mediabiasfactcheck.com/christian-broadcasting-network-cbn/,https://en.wikipedia.org/wiki/Christian_Broadcasting_Network,200,https://www1.cbn.com/,62,,1430,↗
x22report.com,low,CP,,,,,172647,2013,X22 Report,https://mediabiasfactcheck.com/x22-report/,,200,https://x22report.com/,,1,1163,↗
yc.news,mixed,QS,,,,,588428,,YourContent,https://mediabiasfactcheck.com/yourcontent/,,200,https://www.yc.news/,42,,4920,↗
yesimright.com,low,QS,,,,,1510426,2014,Yes I'm Right,https://mediabiasfactcheck.com/yes-im-right/,,200,https://yesimright.com/,,1,1166,↗
zenith.news,low,QS,,,,,1350732,,Zenith News,https://mediabiasfactcheck.com/zenith-news/,,200,https://zenith.news/,,1,4941,↗
zerohedge.com,low,CP,,,,,1812,2009,Zerohedge,https://mediabiasfactcheck.com/zero-hedge/,https://en.wikipedia.org/wiki/Zero_Hedge,200,https://www.zerohedge.com/,0,1,1172,↗
